School Year,Division Number,Division Name,School Number,School Name,Subject,Test Source,Pass Rate,Division Number,State School ID
2017-2018,060,Montgomery County,10,Harding Avenue Elementary,History and Social Science,SOL,81.25,060,VA-060-0600010
2017-2018,060,Montgomery County,10,Harding Avenue Elementary,Mathematics,SOL,83.75,060,VA-060-0600010
2017-2018,060,Montgomery County,10,Harding Avenue Elementary,English:Reading,SOL,84.52,060,VA-060-0600010
2017-2018,060,Montgomery County,10,Harding Avenue Elementary,Science,SOL,85.11,060,VA-060-0600010
2017-2018,060,Montgomery County,30,Eastern Montgomery Elementary,Mathematics,SOL,71.63,060,VA-060-0600030
2017-2018,060,Montgomery County,30,Eastern Montgomery Elementary,Science,SOL,73.33,060,VA-060-0600030
2017-2018,060,Montgomery County,30,Eastern Montgomery Elementary,English:Reading,SOL,74.52,060,VA-060-0600030
2017-2018,060,Montgomery County,30,Eastern Montgomery Elementary,History and Social Science,SOL,80.88,060,VA-060-0600030
2017-2018,060,Montgomery County,210,Prices Fork Elementary,English:Reading,SOL,74.65,060,VA-060-0600210
2017-2018,060,Montgomery County,210,Prices Fork Elementary,Mathematics,SOL,75.59,060,VA-060-0600210
2017-2018,060,Montgomery County,210,Prices Fork Elementary,Science,SOL,76.54,060,VA-060-0600210
2017-2018,060,Montgomery County,210,Prices Fork Elementary,History and Social Science,SOL,85.71,060,VA-060-0600210
2017-2018,060,Montgomery County,290,Shawsville Middle,English:Writing,SOL,52.46,060,VA-060-0600290
2017-2018,060,Montgomery County,290,Shawsville Middle,Science,SOL,65.57,060,VA-060-0600290
2017-2018,060,Montgomery County,290,Shawsville Middle,Mathematics,SOL,68.98,060,VA-060-0600290
2017-2018,060,Montgomery County,290,Shawsville Middle,English:Reading,SOL,71.63,060,VA-060-0600290
2017-2018,060,Montgomery County,290,Shawsville Middle,History and Social Science,SOL,81.97,060,VA-060-0600290
2017-2018,060,Montgomery County,600,Falling Branch Elementary,Mathematics,SOL,73.97,060,VA-060-0600600
2017-2018,060,Montgomery County,600,Falling Branch Elementary,History and Social Science,SOL,75,060,VA-060-0600600
2017-2018,060,Montgomery County,600,Falling Branch Elementary,English:Reading,SOL,79.34,060,VA-060-0600600
2017-2018,060,Montgomery County,600,Falling Branch Elementary,Science,SOL,83.33,060,VA-060-0600600
2017-2018,060,Montgomery County,650,Auburn High,Mathematics,SOL,78.97,060,VA-060-0600650
2017-2018,060,Montgomery County,650,Auburn High,History and Social Science,SOL,80.13,060,VA-060-0600650
2017-2018,060,Montgomery County,650,Auburn High,English:Writing,SOL,81.65,060,VA-060-0600650
2017-2018,060,Montgomery County,650,Auburn High,English:Reading,SOL,87.85,060,VA-060-0600650
2017-2018,060,Montgomery County,650,Auburn High,Science,SOL,89.21,060,VA-060-0600650
2017-2018,060,Montgomery County,671,Christiansburg Middle,English:Writing,SOL,57.14,060,VA-060-0600671
2017-2018,060,Montgomery County,671,Christiansburg Middle,Science,SOL,71.48,060,VA-060-0600671
2017-2018,060,Montgomery County,671,Christiansburg Middle,Mathematics,SOL,75.97,060,VA-060-0600671
2017-2018,060,Montgomery County,671,Christiansburg Middle,English:Reading,SOL,76.24,060,VA-060-0600671
2017-2018,060,Montgomery County,671,Christiansburg Middle,History and Social Science,SOL,80.78,060,VA-060-0600671
2017-2018,060,Montgomery County,700,Belview Elementary,English:Reading,SOL,72.17,060,VA-060-0600700
2017-2018,060,Montgomery County,700,Belview Elementary,Mathematics,SOL,78.45,060,VA-060-0600700
2017-2018,060,Montgomery County,700,Belview Elementary,History and Social Science,SOL,83.78,060,VA-060-0600700
2017-2018,060,Montgomery County,700,Belview Elementary,Science,SOL,87.23,060,VA-060-0600700
2017-2018,060,Montgomery County,710,Blacksburg Middle,English:Writing,SOL,81.75,060,VA-060-0600710
2017-2018,060,Montgomery County,710,Blacksburg Middle,Science,SOL,81.92,060,VA-060-0600710
2017-2018,060,Montgomery County,710,Blacksburg Middle,Mathematics,SOL,84.5,060,VA-060-0600710
2017-2018,060,Montgomery County,710,Blacksburg Middle,English:Reading,SOL,86.35,060,VA-060-0600710
2017-2018,060,Montgomery County,710,Blacksburg Middle,History and Social Science,SOL,88.03,060,VA-060-0600710
2017-2018,060,Montgomery County,730,Margaret Beeks Elementary,Mathematics,SOL,83.81,060,VA-060-0600730
2017-2018,060,Montgomery County,730,Margaret Beeks Elementary,History and Social Science,SOL,85,060,VA-060-0600730
2017-2018,060,Montgomery County,730,Margaret Beeks Elementary,Science,SOL,85.9,060,VA-060-0600730
2017-2018,060,Montgomery County,730,Margaret Beeks Elementary,English:Reading,SOL,86.12,060,VA-060-0600730
2017-2018,060,Montgomery County,740,Christiansburg Elementary,English:Reading,SOL,78.3,060,VA-060-0600740
2017-2018,060,Montgomery County,740,Christiansburg Elementary,History and Social Science,SOL,81.94,060,VA-060-0600740
2017-2018,060,Montgomery County,740,Christiansburg Elementary,Mathematics,SOL,83.04,060,VA-060-0600740
2017-2018,060,Montgomery County,740,Christiansburg Elementary,Science,SOL,83.33,060,VA-060-0600740
2017-2018,060,Montgomery County,750,Gilbert Linkous Elementary,Mathematics,SOL,88.51,060,VA-060-0600750
2017-2018,060,Montgomery County,750,Gilbert Linkous Elementary,English:Reading,SOL,90.7,060,VA-060-0600750
2017-2018,060,Montgomery County,750,Gilbert Linkous Elementary,Science,SOL,93.33,060,VA-060-0600750
2017-2018,060,Montgomery County,750,Gilbert Linkous Elementary,History and Social Science,SOL,94.92,060,VA-060-0600750
2017-2018,060,Montgomery County,760,Blacksburg High,English:Writing,SOL,84.69,060,VA-060-0600760
2017-2018,060,Montgomery County,760,Blacksburg High,History and Social Science,SOL,87.27,060,VA-060-0600760
2017-2018,060,Montgomery County,760,Blacksburg High,Mathematics,SOL,88.73,060,VA-060-0600760
2017-2018,060,Montgomery County,760,Blacksburg High,English:Reading,SOL,90.24,060,VA-060-0600760
2017-2018,060,Montgomery County,760,Blacksburg High,Science,SOL,90.59,060,VA-060-0600760
2017-2018,060,Montgomery County,770,Christiansburg High,History and Social Science,SOL,77.57,060,VA-060-0600770
2017-2018,060,Montgomery County,770,Christiansburg High,Mathematics,SOL,82.27,060,VA-060-0600770
2017-2018,060,Montgomery County,770,Christiansburg High,Science,SOL,84.06,060,VA-060-0600770
2017-2018,060,Montgomery County,770,Christiansburg High,English:Reading,SOL,84.42,060,VA-060-0600770
2017-2018,060,Montgomery County,770,Christiansburg High,English:Writing,SOL,88.36,060,VA-060-0600770
2017-2018,060,Montgomery County,901,Kipps Elementary,Mathematics,SOL,80.73,060,VA-060-0600901
2017-2018,060,Montgomery County,901,Kipps Elementary,English:Reading,SOL,82.81,060,VA-060-0600901
2017-2018,060,Montgomery County,901,Kipps Elementary,Science,SOL,91.04,060,VA-060-0600901
2017-2018,060,Montgomery County,901,Kipps Elementary,History and Social Science,SOL,92.45,060,VA-060-0600901
2017-2018,060,Montgomery County,902,Auburn Elementary,English:Reading,SOL,74.82,060,VA-060-0600902
2017-2018,060,Montgomery County,902,Auburn Elementary,Mathematics,SOL,80.43,060,VA-060-0600902
2017-2018,060,Montgomery County,902,Auburn Elementary,History and Social Science,SOL,83,060,VA-060-0600902
2017-2018,060,Montgomery County,902,Auburn Elementary,Science,SOL,86.87,060,VA-060-0600902
2017-2018,060,Montgomery County,903,Auburn Middle,Mathematics,SOL,74.53,060,VA-060-0600903
2017-2018,060,Montgomery County,903,Auburn Middle,English:Writing,SOL,77.53,060,VA-060-0600903
2017-2018,060,Montgomery County,903,Auburn Middle,English:Reading,SOL,78.73,060,VA-060-0600903
2017-2018,060,Montgomery County,903,Auburn Middle,Science,SOL,80.22,060,VA-060-0600903
2017-2018,060,Montgomery County,903,Auburn Middle,History and Social Science,SOL,92.22,060,VA-060-0600903
2017-2018,060,Montgomery County,904,Eastern Montgomery High,English:Writing,SOL,65.63,060,VA-060-0600904
2017-2018,060,Montgomery County,904,Eastern Montgomery High,Science,SOL,66.07,060,VA-060-0600904
2017-2018,060,Montgomery County,904,Eastern Montgomery High,History and Social Science,SOL,67.47,060,VA-060-0600904
2017-2018,060,Montgomery County,904,Eastern Montgomery High,Mathematics,SOL,78.57,060,VA-060-0600904
2017-2018,060,Montgomery County,904,Eastern Montgomery High,English:Reading,SOL,82.86,060,VA-060-0600904
2017-2018,062,Nelson County,10,Rockfish River Elementary,Science,SOL,74.58,062,VA-062-0620010
2017-2018,062,Nelson County,10,Rockfish River Elementary,English:Reading,SOL,75.86,062,VA-062-0620010
2017-2018,062,Nelson County,10,Rockfish River Elementary,Mathematics,SOL,79.89,062,VA-062-0620010
2017-2018,062,Nelson County,10,Rockfish River Elementary,History and Social Science,SOL,85.96,062,VA-062-0620010
2017-2018,062,Nelson County,20,Tye River Elementary,English:Reading,SOL,57.94,062,VA-062-0620020
2017-2018,062,Nelson County,20,Tye River Elementary,Science,SOL,72.09,062,VA-062-0620020
2017-2018,062,Nelson County,20,Tye River Elementary,History and Social Science,SOL,72.97,062,VA-062-0620020
2017-2018,062,Nelson County,20,Tye River Elementary,Mathematics,SOL,75.54,062,VA-062-0620020
2017-2018,062,Nelson County,710,Nelson County High,English:Writing,SOL,80.74,062,VA-062-0620710
2017-2018,062,Nelson County,710,Nelson County High,Mathematics,SOL,81.71,062,VA-062-0620710
2017-2018,062,Nelson County,710,Nelson County High,History and Social Science,SOL,83.77,062,VA-062-0620710
2017-2018,062,Nelson County,710,Nelson County High,English:Reading,SOL,85.23,062,VA-062-0620710
2017-2018,062,Nelson County,710,Nelson County High,Science,SOL,87.25,062,VA-062-0620710
2017-2018,062,Nelson County,730,Nelson Middle,English:Writing,SOL,64.47,062,VA-062-0620730
2017-2018,062,Nelson County,730,Nelson Middle,English:Reading,SOL,74.22,062,VA-062-0620730
2017-2018,062,Nelson County,730,Nelson Middle,Mathematics,SOL,76.74,062,VA-062-0620730
2017-2018,062,Nelson County,730,Nelson Middle,Science,SOL,79.69,062,VA-062-0620730
2017-2018,062,Nelson County,730,Nelson Middle,History and Social Science,SOL,81.46,062,VA-062-0620730
2017-2018,063,New Kent County,10,New Kent Elementary,Science,SOL,77.54,063,VA-063-0630010
2017-2018,063,New Kent County,10,New Kent Elementary,English:Reading,SOL,82.77,063,VA-063-0630010
2017-2018,063,New Kent County,10,New Kent Elementary,Mathematics,SOL,86.72,063,VA-063-0630010
2017-2018,063,New Kent County,10,New Kent Elementary,History and Social Science,SOL,88.03,063,VA-063-0630010
2017-2018,063,New Kent County,20,New Kent High,Mathematics,SOL,81.28,063,VA-063-0630020
2017-2018,063,New Kent County,20,New Kent High,English:Writing,SOL,83.46,063,VA-063-0630020
2017-2018,063,New Kent County,20,New Kent High,History and Social Science,SOL,84.43,063,VA-063-0630020
2017-2018,063,New Kent County,20,New Kent High,English:Reading,SOL,89.3,063,VA-063-0630020
2017-2018,063,New Kent County,20,New Kent High,Science,SOL,89.59,063,VA-063-0630020
2017-2018,063,New Kent County,100,New Kent Middle,English:Writing,SOL,75.58,063,VA-063-0630100
2017-2018,063,New Kent County,100,New Kent Middle,Mathematics,SOL,78.89,063,VA-063-0630100
2017-2018,063,New Kent County,100,New Kent Middle,Science,SOL,80.75,063,VA-063-0630100
2017-2018,063,New Kent County,100,New Kent Middle,English:Reading,SOL,81.08,063,VA-063-0630100
2017-2018,063,New Kent County,100,New Kent Middle,History and Social Science,SOL,82.65,063,VA-063-0630100
2017-2018,063,New Kent County,180,George W. Watkins Elementary,Science,SOL,75,063,VA-063-0630180
2017-2018,063,New Kent County,180,George W. Watkins Elementary,English:Reading,SOL,78.53,063,VA-063-0630180
2017-2018,063,New Kent County,180,George W. Watkins Elementary,Mathematics,SOL,79.66,063,VA-063-0630180
2017-2018,063,New Kent County,180,George W. Watkins Elementary,History and Social Science,SOL,87.5,063,VA-063-0630180
2017-2018,065,Northampton County,350,Northampton High,English:Writing,SOL,66.96,065,VA-065-0650350
2017-2018,065,Northampton County,350,Northampton High,Mathematics,SOL,68.8,065,VA-065-0650350
2017-2018,065,Northampton County,350,Northampton High,History and Social Science,SOL,75.36,065,VA-065-0650350
2017-2018,065,Northampton County,350,Northampton High,English:Reading,SOL,79.65,065,VA-065-0650350
2017-2018,065,Northampton County,350,Northampton High,Science,SOL,81.31,065,VA-065-0650350
2017-2018,065,Northampton County,360,Northampton Middle,English:Writing,SOL,40,065,VA-065-0650360
2017-2018,065,Northampton County,360,Northampton Middle,Mathematics,SOL,58.82,065,VA-065-0650360
2017-2018,065,Northampton County,360,Northampton Middle,Science,SOL,63.57,065,VA-065-0650360
2017-2018,065,Northampton County,360,Northampton Middle,English:Reading,SOL,71.13,065,VA-065-0650360
2017-2018,065,Northampton County,360,Northampton Middle,History and Social Science,SOL,77.1,065,VA-065-0650360
2017-2018,065,Northampton County,451,Occohannock Elementary,Mathematics,SOL,72.32,065,VA-065-0650451
2017-2018,065,Northampton County,451,Occohannock Elementary,English:Reading,SOL,72.77,065,VA-065-0650451
2017-2018,065,Northampton County,451,Occohannock Elementary,Science,SOL,73.33,065,VA-065-0650451
2017-2018,065,Northampton County,451,Occohannock Elementary,History and Social Science,SOL,87.04,065,VA-065-0650451
2017-2018,065,Northampton County,452,Kiptopeke Elementary,Mathematics,SOL,56.47,065,VA-065-0650452
2017-2018,065,Northampton County,452,Kiptopeke Elementary,English:Reading,SOL,57.33,065,VA-065-0650452
2017-2018,065,Northampton County,452,Kiptopeke Elementary,History and Social Science,SOL,70.31,065,VA-065-0650452
2017-2018,065,Northampton County,452,Kiptopeke Elementary,Science,SOL,86,065,VA-065-0650452
2017-2018,066,Northumberland County,40,Northumberland High,Mathematics,SOL,64.5,066,VA-066-0660040
2017-2018,066,Northumberland County,40,Northumberland High,English:Writing,SOL,67.31,066,VA-066-0660040
2017-2018,066,Northumberland County,40,Northumberland High,History and Social Science,SOL,76.28,066,VA-066-0660040
2017-2018,066,Northumberland County,40,Northumberland High,English:Reading,SOL,80.51,066,VA-066-0660040
2017-2018,066,Northumberland County,40,Northumberland High,Science,SOL,80.74,066,VA-066-0660040
2017-2018,066,Northumberland County,210,Northumberland Middle,English:Writing,SOL,61.7,066,VA-066-0660210
2017-2018,066,Northumberland County,210,Northumberland Middle,Science,SOL,70.21,066,VA-066-0660210
2017-2018,066,Northumberland County,210,Northumberland Middle,History and Social Science,SOL,73.53,066,VA-066-0660210
2017-2018,066,Northumberland County,210,Northumberland Middle,English:Reading,SOL,79.09,066,VA-066-0660210
2017-2018,066,Northumberland County,210,Northumberland Middle,Mathematics,SOL,81.53,066,VA-066-0660210
2017-2018,066,Northumberland County,331,Northumberland Elementary,History and Social Science,SOL,80,066,VA-066-0660331
2017-2018,066,Northumberland County,331,Northumberland Elementary,English:Reading,SOL,82.09,066,VA-066-0660331
2017-2018,066,Northumberland County,331,Northumberland Elementary,Mathematics,SOL,86.94,066,VA-066-0660331
2017-2018,066,Northumberland County,331,Northumberland Elementary,Science,SOL,97.7,066,VA-066-0660331
2017-2018,067,Nottoway County,300,Nottoway Intermediate,English:Reading,SOL,71.69,067,VA-067-0670300
2017-2018,067,Nottoway County,300,Nottoway Intermediate,Science,SOL,74.12,067,VA-067-0670300
2017-2018,067,Nottoway County,300,Nottoway Intermediate,Mathematics,SOL,77.02,067,VA-067-0670300
2017-2018,067,Nottoway County,301,Nottoway High,English:Writing,SOL,74.44,067,VA-067-0670301
2017-2018,067,Nottoway County,301,Nottoway High,Science,SOL,74.74,067,VA-067-0670301
2017-2018,067,Nottoway County,301,Nottoway High,English:Reading,SOL,80.58,067,VA-067-0670301
2017-2018,067,Nottoway County,301,Nottoway High,Mathematics,SOL,84.52,067,VA-067-0670301
2017-2018,067,Nottoway County,301,Nottoway High,History and Social Science,SOL,84.62,067,VA-067-0670301
2017-2018,067,Nottoway County,302,Nottoway Middle,Mathematics,SOL,52.12,067,VA-067-0670302
2017-2018,067,Nottoway County,302,Nottoway Middle,English:Writing,SOL,57.89,067,VA-067-0670302
2017-2018,067,Nottoway County,302,Nottoway Middle,English:Reading,SOL,66.01,067,VA-067-0670302
2017-2018,067,Nottoway County,302,Nottoway Middle,Science,SOL,70.37,067,VA-067-0670302
2017-2018,067,Nottoway County,302,Nottoway Middle,History and Social Science,SOL,74.19,067,VA-067-0670302
2017-2018,067,Nottoway County,330,Crewe Primary,Mathematics,SOL,76.06,067,VA-067-0670330
2017-2018,067,Nottoway County,330,Crewe Primary,English:Reading,SOL,78.57,067,VA-067-0670330
2017-2018,067,Nottoway County,330,Crewe Primary,History and Social Science,SOL,85.33,067,VA-067-0670330
2017-2018,067,Nottoway County,340,Blackstone Primary,English:Reading,SOL,67.11,067,VA-067-0670340
2017-2018,067,Nottoway County,340,Blackstone Primary,Mathematics,SOL,69.74,067,VA-067-0670340
2017-2018,067,Nottoway County,340,Blackstone Primary,History and Social Science,SOL,85.25,067,VA-067-0670340
2017-2018,068,Orange County,50,Locust Grove Elementary,English:Reading,SOL,79.76,068,VA-068-0680050
2017-2018,068,Orange County,50,Locust Grove Elementary,Mathematics,SOL,82.19,068,VA-068-0680050
2017-2018,068,Orange County,50,Locust Grove Elementary,Science,SOL,84.81,068,VA-068-0680050
2017-2018,068,Orange County,50,Locust Grove Elementary,History and Social Science,SOL,92.13,068,VA-068-0680050
2017-2018,068,Orange County,70,Lightfoot Elementary,Mathematics,SOL,68.7,068,VA-068-0680070
2017-2018,068,Orange County,70,Lightfoot Elementary,English:Reading,SOL,73.17,068,VA-068-0680070
2017-2018,068,Orange County,70,Lightfoot Elementary,History and Social Science,SOL,86.75,068,VA-068-0680070
2017-2018,068,Orange County,70,Lightfoot Elementary,Science,SOL,87.65,068,VA-068-0680070
2017-2018,068,Orange County,330,Orange County High,Mathematics,SOL,76.18,068,VA-068-0680330
2017-2018,068,Orange County,330,Orange County High,English:Writing,SOL,83.01,068,VA-068-0680330
2017-2018,068,Orange County,330,Orange County High,History and Social Science,SOL,84.48,068,VA-068-0680330
2017-2018,068,Orange County,330,Orange County High,English:Reading,SOL,88.52,068,VA-068-0680330
2017-2018,068,Orange County,330,Orange County High,Science,SOL,88.67,068,VA-068-0680330
2017-2018,068,Orange County,340,Prospect Heights Middle,English:Writing,SOL,65.36,068,VA-068-0680340
2017-2018,068,Orange County,340,Prospect Heights Middle,English:Reading,SOL,76.43,068,VA-068-0680340
2017-2018,068,Orange County,340,Prospect Heights Middle,Mathematics,SOL,77.25,068,VA-068-0680340
2017-2018,068,Orange County,340,Prospect Heights Middle,Science,SOL,88.89,068,VA-068-0680340
2017-2018,068,Orange County,340,Prospect Heights Middle,History and Social Science,SOL,93.33,068,VA-068-0680340
2017-2018,068,Orange County,360,Gordon-Barbour Elementary,English:Reading,SOL,70.73,068,VA-068-0680360
2017-2018,068,Orange County,360,Gordon-Barbour Elementary,Mathematics,SOL,71.78,068,VA-068-0680360
2017-2018,068,Orange County,360,Gordon-Barbour Elementary,Science,SOL,77.36,068,VA-068-0680360
2017-2018,068,Orange County,360,Gordon-Barbour Elementary,History and Social Science,SOL,91.38,068,VA-068-0680360
2017-2018,068,Orange County,370,Orange Elementary,Science,SOL,72.22,068,VA-068-0680370
2017-2018,068,Orange County,370,Orange Elementary,Mathematics,SOL,76.27,068,VA-068-0680370
2017-2018,068,Orange County,370,Orange Elementary,English:Reading,SOL,76.61,068,VA-068-0680370
2017-2018,068,Orange County,370,Orange Elementary,History and Social Science,SOL,88.04,068,VA-068-0680370
2017-2018,068,Orange County,471,Locust Grove Middle,English:Writing,SOL,65.4,068,VA-068-0680471
2017-2018,068,Orange County,471,Locust Grove Middle,Mathematics,SOL,68.17,068,VA-068-0680471
2017-2018,068,Orange County,471,Locust Grove Middle,Science,SOL,77.67,068,VA-068-0680471
2017-2018,068,Orange County,471,Locust Grove Middle,English:Reading,SOL,81.46,068,VA-068-0680471
2017-2018,068,Orange County,471,Locust Grove Middle,History and Social Science,SOL,87.62,068,VA-068-0680471
2017-2018,069,Page County,50,Springfield Elementary,Mathematics,SOL,78.29,069,VA-069-0690050
2017-2018,069,Page County,50,Springfield Elementary,English:Reading,SOL,82.95,069,VA-069-0690050
2017-2018,069,Page County,50,Springfield Elementary,History and Social Science,SOL,87.23,069,VA-069-0690050
2017-2018,069,Page County,50,Springfield Elementary,Science,SOL,88.64,069,VA-069-0690050
2017-2018,069,Page County,110,Luray High,Mathematics,SOL,60.24,069,VA-069-0690110
2017-2018,069,Page County,110,Luray High,English:Writing,SOL,73.94,069,VA-069-0690110
2017-2018,069,Page County,110,Luray High,English:Reading,SOL,82.98,069,VA-069-0690110
2017-2018,069,Page County,110,Luray High,History and Social Science,SOL,86.11,069,VA-069-0690110
2017-2018,069,Page County,110,Luray High,Science,SOL,89.71,069,VA-069-0690110
2017-2018,069,Page County,210,Stanley Elementary,Mathematics,SOL,62.2,069,VA-069-0690210
2017-2018,069,Page County,210,Stanley Elementary,English:Reading,SOL,68.42,069,VA-069-0690210
2017-2018,069,Page County,210,Stanley Elementary,Science,SOL,73.21,069,VA-069-0690210
2017-2018,069,Page County,210,Stanley Elementary,History and Social Science,SOL,80,069,VA-069-0690210
2017-2018,069,Page County,310,Shenandoah Elementary,Mathematics,SOL,79.27,069,VA-069-0690310
2017-2018,069,Page County,310,Shenandoah Elementary,English:Reading,SOL,80.49,069,VA-069-0690310
2017-2018,069,Page County,310,Shenandoah Elementary,Science,SOL,89.09,069,VA-069-0690310
2017-2018,069,Page County,310,Shenandoah Elementary,History and Social Science,SOL,92.16,069,VA-069-0690310
2017-2018,069,Page County,350,Luray Elementary,English:Reading,SOL,64.38,069,VA-069-0690350
2017-2018,069,Page County,350,Luray Elementary,Mathematics,SOL,67.58,069,VA-069-0690350
2017-2018,069,Page County,350,Luray Elementary,History and Social Science,SOL,70.37,069,VA-069-0690350
2017-2018,069,Page County,350,Luray Elementary,Science,SOL,72.13,069,VA-069-0690350
2017-2018,069,Page County,380,Page County High,English:Reading,SOL,79.84,069,VA-069-0690380
2017-2018,069,Page County,380,Page County High,English:Writing,SOL,80.8,069,VA-069-0690380
2017-2018,069,Page County,380,Page County High,Mathematics,SOL,83.04,069,VA-069-0690380
2017-2018,069,Page County,380,Page County High,History and Social Science,SOL,85.19,069,VA-069-0690380
2017-2018,069,Page County,380,Page County High,Science,SOL,89.49,069,VA-069-0690380
2017-2018,069,Page County,390,Page County Middle,English:Writing,SOL,55.09,069,VA-069-0690390
2017-2018,069,Page County,390,Page County Middle,Mathematics,SOL,65.59,069,VA-069-0690390
2017-2018,069,Page County,390,Page County Middle,Science,SOL,69.23,069,VA-069-0690390
2017-2018,069,Page County,390,Page County Middle,History and Social Science,SOL,73.21,069,VA-069-0690390
2017-2018,069,Page County,390,Page County Middle,English:Reading,SOL,73.5,069,VA-069-0690390
2017-2018,069,Page County,400,Luray Middle,English:Writing,SOL,61.4,069,VA-069-0690400
2017-2018,069,Page County,400,Luray Middle,English:Reading,SOL,75.75,069,VA-069-0690400
2017-2018,069,Page County,400,Luray Middle,Science,SOL,78.07,069,VA-069-0690400
2017-2018,069,Page County,400,Luray Middle,Mathematics,SOL,79.73,069,VA-069-0690400
2017-2018,069,Page County,400,Luray Middle,History and Social Science,SOL,92.04,069,VA-069-0690400
2017-2018,070,Patrick County,80,Woolwine Elementary,English:Reading,SOL,84.76,070,VA-070-0700080
2017-2018,070,Patrick County,80,Woolwine Elementary,Science,SOL,88.24,070,VA-070-0700080
2017-2018,070,Patrick County,80,Woolwine Elementary,History and Social Science,SOL,92.16,070,VA-070-0700080
2017-2018,070,Patrick County,80,Woolwine Elementary,Mathematics,SOL,93.2,070,VA-070-0700080
2017-2018,070,Patrick County,150,Meadows of Dan Elementary,Science,SOL,84.62,070,VA-070-0700150
2017-2018,070,Patrick County,150,Meadows of Dan Elementary,Mathematics,SOL,86.67,070,VA-070-0700150
2017-2018,070,Patrick County,150,Meadows of Dan Elementary,English:Reading,SOL,88,070,VA-070-0700150
2017-2018,070,Patrick County,150,Meadows of Dan Elementary,History and Social Science,SOL,93.55,070,VA-070-0700150
2017-2018,070,Patrick County,320,Stuart Elementary,English:Reading,SOL,82.59,070,VA-070-0700320
2017-2018,070,Patrick County,320,Stuart Elementary,History and Social Science,SOL,89,070,VA-070-0700320
2017-2018,070,Patrick County,320,Stuart Elementary,Mathematics,SOL,89.07,070,VA-070-0700320
2017-2018,070,Patrick County,320,Stuart Elementary,Science,SOL,91.49,070,VA-070-0700320
2017-2018,070,Patrick County,350,Hardin Reynolds Elementary,English:Reading,SOL,80.77,070,VA-070-0700350
2017-2018,070,Patrick County,350,Hardin Reynolds Elementary,Mathematics,SOL,83.65,070,VA-070-0700350
2017-2018,070,Patrick County,350,Hardin Reynolds Elementary,History and Social Science,SOL,84,070,VA-070-0700350
2017-2018,070,Patrick County,350,Hardin Reynolds Elementary,Science,SOL,87.27,070,VA-070-0700350
2017-2018,070,Patrick County,440,Blue Ridge Elementary,English:Reading,SOL,84.12,070,VA-070-0700440
2017-2018,070,Patrick County,440,Blue Ridge Elementary,Mathematics,SOL,86.47,070,VA-070-0700440
2017-2018,070,Patrick County,440,Blue Ridge Elementary,History and Social Science,SOL,89.23,070,VA-070-0700440
2017-2018,070,Patrick County,440,Blue Ridge Elementary,Science,SOL,100,070,VA-070-0700440
2017-2018,070,Patrick County,680,Patrick Springs Elementary,Mathematics,SOL,71.74,070,VA-070-0700680
2017-2018,070,Patrick County,680,Patrick Springs Elementary,English:Reading,SOL,73.91,070,VA-070-0700680
2017-2018,070,Patrick County,700,Patrick County High,English:Writing,SOL,68.58,070,VA-070-0700700
2017-2018,070,Patrick County,700,Patrick County High,English:Reading,SOL,82.84,070,VA-070-0700700
2017-2018,070,Patrick County,700,Patrick County High,Science,SOL,83.25,070,VA-070-0700700
2017-2018,070,Patrick County,700,Patrick County High,History and Social Science,SOL,86.49,070,VA-070-0700700
2017-2018,070,Patrick County,700,Patrick County High,Mathematics,SOL,87.84,070,VA-070-0700700
2017-2018,071,Pittsylvania County,30,John L. Hurt Elementary,English:Reading,SOL,91.89,071,VA-071-0710030
2017-2018,071,Pittsylvania County,30,John L. Hurt Elementary,Mathematics,SOL,94.59,071,VA-071-0710030
2017-2018,071,Pittsylvania County,30,John L. Hurt Elementary,Science,SOL,97.22,071,VA-071-0710030
2017-2018,071,Pittsylvania County,30,John L. Hurt Elementary,History and Social Science,SOL,100,071,VA-071-0710030
2017-2018,071,Pittsylvania County,280,Gretna Elementary,History and Social Science,SOL,78.26,071,VA-071-0710280
2017-2018,071,Pittsylvania County,280,Gretna Elementary,English:Reading,SOL,81.08,071,VA-071-0710280
2017-2018,071,Pittsylvania County,280,Gretna Elementary,Science,SOL,83.56,071,VA-071-0710280
2017-2018,071,Pittsylvania County,280,Gretna Elementary,Mathematics,SOL,87.64,071,VA-071-0710280
2017-2018,071,Pittsylvania County,290,Gretna Middle,Mathematics,SOL,56.53,071,VA-071-0710290
2017-2018,071,Pittsylvania County,290,Gretna Middle,English:Writing,SOL,65.38,071,VA-071-0710290
2017-2018,071,Pittsylvania County,290,Gretna Middle,History and Social Science,SOL,70.71,071,VA-071-0710290
2017-2018,071,Pittsylvania County,290,Gretna Middle,Science,SOL,71.61,071,VA-071-0710290
2017-2018,071,Pittsylvania County,290,Gretna Middle,English:Reading,SOL,72.3,071,VA-071-0710290
2017-2018,071,Pittsylvania County,640,Chatham Elementary,English:Reading,SOL,79.34,071,VA-071-0710640
2017-2018,071,Pittsylvania County,640,Chatham Elementary,History and Social Science,SOL,85.45,071,VA-071-0710640
2017-2018,071,Pittsylvania County,640,Chatham Elementary,Mathematics,SOL,92.56,071,VA-071-0710640
2017-2018,071,Pittsylvania County,640,Chatham Elementary,Science,SOL,94.12,071,VA-071-0710640
2017-2018,071,Pittsylvania County,1090,Dan River Middle,English:Writing,SOL,75.6,071,VA-071-0711090
